State,FIPS,County,Year,Heart_Attack_Mortality,Stability
Alabama,1001,Autauga,2000,220.8,1
Alabama,1001,Autauga,2001,100.7,1
Alabama,1001,Autauga,2002,68.2,1
Alabama,1001,Autauga,2003,66.7,1
Alabama,1001,Autauga,2005,63.2,1
Alabama,1001,Autauga,2006,68.3,1
Alabama,1001,Autauga,2007,73.9,1
Alabama,1001,Autauga,2008,104.7,1
Alabama,1001,Autauga,2009,60,1
Alabama,1001,Autauga,2010,93.2,1
Alabama,1001,Autauga,2011,88.5,1
Alabama,1001,Autauga,2012,33.9,0
Alabama,1001,Autauga,2013,84.7,1
Alabama,1001,Autauga,2014,144.8,1
Alabama,1001,Autauga,2015,130,1
Alabama,1003,Baldwin,2000,89.6,1
Alabama,1003,Baldwin,2001,79.4,1
Alabama,1003,Baldwin,2002,89.1,1
Alabama,1003,Baldwin,2003,80.8,1
Alabama,1003,Baldwin,2004,75.8,1
Alabama,1003,Baldwin,2005,69.5,1
Alabama,1003,Baldwin,2006,56.8,1
Alabama,1003,Baldwin,2007,44.2,1
Alabama,1003,Baldwin,2008,44.3,1
Alabama,1003,Baldwin,2009,47.2,1
Alabama,1003,Baldwin,2010,51.8,1
Alabama,1003,Baldwin,2011,61,1
Alabama,1003,Baldwin,2012,42.4,1
Alabama,1003,Baldwin,2013,60.5,1
Alabama,1003,Baldwin,2014,41.7,1
Alabama,1003,Baldwin,2015,53.2,1
Alabama,1005,Barbour,2000,87.2,1
Alabama,1005,Barbour,2001,114.1,1
Alabama,1005,Barbour,2004,66.8,0
Alabama,1005,Barbour,2009,85.1,1
Alabama,1007,Bibb,2000,281.7,1
Alabama,1007,Bibb,2001,177.7,1
Alabama,1007,Bibb,2002,129,1
Alabama,1007,Bibb,2003,90.8,0
Alabama,1007,Bibb,2004,142.3,1
Alabama,1007,Bibb,2006,85.2,0
Alabama,1007,Bibb,2008,90.5,0
Alabama,1007,Bibb,2009,195.5,1
Alabama,1007,Bibb,2010,225.4,1
Alabama,1007,Bibb,2011,144.6,1
Alabama,1009,Blount,2000,161.1,1
Alabama,1009,Blount,2001,158.1,1
Alabama,1009,Blount,2002,147.7,1
Alabama,1009,Blount,2003,165.7,1
Alabama,1009,Blount,2004,180,1
Alabama,1009,Blount,2005,122.5,1
Alabama,1009,Blount,2006,172,1
Alabama,1009,Blount,2007,149,1
Alabama,1009,Blount,2008,143.4,1
Alabama,1009,Blount,2009,138.7,1
Alabama,1009,Blount,2010,78.7,1
Alabama,1009,Blount,2011,121.7,1
Alabama,1009,Blount,2012,95.8,1
Alabama,1009,Blount,2013,58.5,1
Alabama,1009,Blount,2014,76.5,1
Alabama,1009,Blount,2015,69.8,1
Alabama,1011,Bullock,2000,414.2,1
Alabama,1011,Bullock,2001,349.7,1
Alabama,1011,Bullock,2002,295.5,1
Alabama,1011,Bullock,2003,274.9,1
Alabama,1011,Bullock,2004,191,0
Alabama,1011,Bullock,2005,207.7,1
Alabama,1011,Bullock,2006,317,1
Alabama,1011,Bullock,2010,253.3,1
Alabama,1011,Bullock,2011,202.9,1
Alabama,1011,Bullock,2012,236.2,1
Alabama,1013,Butler,2000,113.4,1
Alabama,1013,Butler,2001,122.1,1
Alabama,1013,Butler,2002,158.3,1
Alabama,1013,Butler,2003,175.2,1
Alabama,1013,Butler,2004,104.9,1
Alabama,1013,Butler,2005,122.2,1
Alabama,1013,Butler,2006,130.3,1
Alabama,1013,Butler,2008,103.2,1
Alabama,1013,Butler,2014,105,1
Alabama,1015,Calhoun,2000,307.1,1
Alabama,1015,Calhoun,2001,239,1
Alabama,1015,Calhoun,2002,156.1,1
Alabama,1015,Calhoun,2003,173.1,1
Alabama,1015,Calhoun,2004,187,1
Alabama,1015,Calhoun,2005,244.2,1
Alabama,1015,Calhoun,2006,231.9,1
Alabama,1015,Calhoun,2007,283.8,1
Alabama,1015,Calhoun,2008,227.6,1
Alabama,1015,Calhoun,2009,225.7,1
Alabama,1015,Calhoun,2010,232,1
Alabama,1015,Calhoun,2011,189.5,1
Alabama,1015,Calhoun,2012,148.6,1
Alabama,1015,Calhoun,2013,131.4,1
Alabama,1015,Calhoun,2014,161.3,1
Alabama,1015,Calhoun,2015,145.2,1
Alabama,1017,Chambers,2000,106.6,1
Alabama,1017,Chambers,2001,116.8,1
Alabama,1017,Chambers,2002,107,1
Alabama,1017,Chambers,2003,148.5,1
Alabama,1017,Chambers,2004,107.4,1
Alabama,1017,Chambers,2005,117,1
Alabama,1017,Chambers,2006,96.8,1
Alabama,1017,Chambers,2007,116,1
Alabama,1017,Chambers,2008,85.5,1
Alabama,1017,Chambers,2009,125.3,1
Alabama,1017,Chambers,2010,175.6,1
Alabama,1017,Chambers,2011,145.5,1
Alabama,1017,Chambers,2012,90.4,1
Alabama,1017,Chambers,2013,60.2,1
Alabama,1017,Chambers,2014,55.3,0
Alabama,1019,Cherokee,2000,196.9,1
Alabama,1019,Cherokee,2001,200.4,1
Alabama,1019,Cherokee,2002,281.4,1
Alabama,1019,Cherokee,2003,208.1,1
Alabama,1019,Cherokee,2004,163.6,1
Alabama,1019,Cherokee,2005,200.9,1
Alabama,1019,Cherokee,2006,149.7,1
Alabama,1019,Cherokee,2007,135.2,1
Alabama,1019,Cherokee,2008,210.2,1
Alabama,1019,Cherokee,2009,169.9,1
Alabama,1019,Cherokee,2010,206.5,1
Alabama,1019,Cherokee,2011,211.3,1
Alabama,1019,Cherokee,2012,136.7,1
Alabama,1019,Cherokee,2013,142.2,1
Alabama,1019,Cherokee,2014,136,1
Alabama,1019,Cherokee,2015,129.3,1
Alabama,1021,Chilton,2000,277.7,1
Alabama,1021,Chilton,2001,222,1
Alabama,1021,Chilton,2002,223.3,1
Alabama,1021,Chilton,2003,206.4,1
Alabama,1021,Chilton,2004,268.4,1
Alabama,1021,Chilton,2005,278.4,1
Alabama,1021,Chilton,2006,268.4,1
Alabama,1021,Chilton,2007,149.8,1
Alabama,1021,Chilton,2008,191.5,1
Alabama,1021,Chilton,2009,203,1
Alabama,1021,Chilton,2010,205.5,1
Alabama,1021,Chilton,2011,122.5,1
Alabama,1021,Chilton,2012,147.3,1
Alabama,1021,Chilton,2013,166.5,1
Alabama,1021,Chilton,2014,211.1,1
Alabama,1021,Chilton,2015,86.6,1
Alabama,1023,Choctaw,2000,395.3,1
Alabama,1023,Choctaw,2001,266.7,1
Alabama,1023,Choctaw,2002,408.8,1
Alabama,1023,Choctaw,2003,316.1,1
Alabama,1023,Choctaw,2004,188.9,1
Alabama,1023,Choctaw,2005,167.1,1
Alabama,1023,Choctaw,2006,261.4,1
Alabama,1023,Choctaw,2008,154.6,1
Alabama,1023,Choctaw,2009,215.4,1
Alabama,1023,Choctaw,2010,168.2,1
Alabama,1023,Choctaw,2011,217.9,1
Alabama,1023,Choctaw,2012,266.2,1
Alabama,1023,Choctaw,2013,353.1,1
Alabama,1023,Choctaw,2014,404.2,1
Alabama,1023,Choctaw,2015,295.2,1
Alabama,1025,Clarke,2000,240,1
Alabama,1025,Clarke,2001,295.4,1
Alabama,1025,Clarke,2002,161.6,1
Alabama,1025,Clarke,2003,230.4,1
Alabama,1025,Clarke,2004,188.8,1
Alabama,1025,Clarke,2005,153.1,1
Alabama,1025,Clarke,2006,124,1
Alabama,1025,Clarke,2007,221.5,1
Alabama,1025,Clarke,2008,178.2,1
Alabama,1025,Clarke,2009,164.7,1
Alabama,1025,Clarke,2010,171.5,1
Alabama,1025,Clarke,2011,275,1
Alabama,1025,Clarke,2012,172.7,1
Alabama,1025,Clarke,2013,262.6,1
Alabama,1025,Clarke,2014,187.6,1
Alabama,1025,Clarke,2015,146.2,1
Alabama,1027,Clay,2000,240.3,1
Alabama,1027,Clay,2001,364.5,1
Alabama,1027,Clay,2002,363.6,1
Alabama,1027,Clay,2003,348.6,1
Alabama,1027,Clay,2004,334.4,1
Alabama,1027,Clay,2005,297.7,1
Alabama,1027,Clay,2006,234.2,1
Alabama,1027,Clay,2007,195.1,1
Alabama,1027,Clay,2008,327.8,1
Alabama,1027,Clay,2009,391.6,1
Alabama,1027,Clay,2010,317.6,1
Alabama,1027,Clay,2011,420.9,1
Alabama,1027,Clay,2012,212.2,1
Alabama,1027,Clay,2013,223.4,1
Alabama,1027,Clay,2014,184.8,1
Alabama,1027,Clay,2015,281.6,1
Alabama,1029,Cleburne,2000,157,1
Alabama,1029,Cleburne,2002,139.5,0
Alabama,1029,Cleburne,2003,126.5,0
Alabama,1029,Cleburne,2005,137.1,0
Alabama,1029,Cleburne,2008,154,1
Alabama,1029,Cleburne,2009,117.1,0
Alabama,1029,Cleburne,2010,116,0
Alabama,1031,Coffee,2000,236.1,1
Alabama,1031,Coffee,2001,221.8,1
Alabama,1031,Coffee,2002,303.4,1
Alabama,1031,Coffee,2003,155.4,1
Alabama,1031,Coffee,2004,153.3,1
Alabama,1031,Coffee,2005,166.6,1
Alabama,1031,Coffee,2006,155.8,1
Alabama,1031,Coffee,2007,136.9,1
Alabama,1031,Coffee,2008,145.6,1
Alabama,1031,Coffee,2009,121.2,1
Alabama,1031,Coffee,2010,78.4,1
Alabama,1031,Coffee,2011,166.3,1
Alabama,1031,Coffee,2012,162.5,1
Alabama,1031,Coffee,2013,104.3,1
Alabama,1031,Coffee,2014,131.9,1
Alabama,1031,Coffee,2015,45.9,1
Alabama,1033,Colbert,2000,235.7,1
Alabama,1033,Colbert,2001,215.4,1
Alabama,1033,Colbert,2002,218.5,1
Alabama,1033,Colbert,2003,204.6,1
Alabama,1033,Colbert,2004,273.9,1
Alabama,1033,Colbert,2005,269.2,1
Alabama,1033,Colbert,2006,237.4,1
Alabama,1033,Colbert,2007,75.6,1
Alabama,1033,Colbert,2008,69,1
Alabama,1033,Colbert,2009,87.6,1
Alabama,1033,Colbert,2010,75.2,1
Alabama,1033,Colbert,2011,69.2,1
Alabama,1033,Colbert,2012,66.1,1
Alabama,1033,Colbert,2013,47.2,1
Alabama,1033,Colbert,2014,44,1
Alabama,1033,Colbert,2015,47.1,1
Alabama,1035,Conecuh,2000,236.6,1
Alabama,1035,Conecuh,2001,130.5,0
Alabama,1035,Conecuh,2003,132.1,0
Alabama,1035,Conecuh,2006,143.3,0
Alabama,1035,Conecuh,2012,142.4,0
Alabama,1037,Coosa,2000,232.1,1
Alabama,1037,Coosa,2002,180.4,1
Alabama,1037,Coosa,2003,178.8,1
Alabama,1037,Coosa,2006,159,0
Alabama,1037,Coosa,2007,200.6,1
Alabama,1037,Coosa,2008,184,1
Alabama,1037,Coosa,2013,143.4,0
Alabama,1039,Covington,2000,332.6,1
Alabama,1039,Covington,2001,290.9,1
Alabama,1039,Covington,2002,258.1,1
Alabama,1039,Covington,2003,220,1
Alabama,1039,Covington,2004,210.4,1
Alabama,1039,Covington,2005,218.1,1
Alabama,1039,Covington,2006,183.7,1
Alabama,1039,Covington,2007,109.5,1
Alabama,1039,Covington,2008,127,1
Alabama,1039,Covington,2009,149.4,1
Alabama,1039,Covington,2010,90.1,1
Alabama,1039,Covington,2011,174.5,1
Alabama,1039,Covington,2012,90,1
Alabama,1039,Covington,2013,76.3,1
Alabama,1039,Covington,2014,71.9,1
Alabama,1039,Covington,2015,121,1
Alabama,1041,Crenshaw,2000,236.6,1
Alabama,1041,Crenshaw,2001,170.4,1
Alabama,1041,Crenshaw,2003,249.8,1
Alabama,1041,Crenshaw,2005,167.8,1
Alabama,1041,Crenshaw,2006,127.5,0
Alabama,1041,Crenshaw,2007,126.4,0
Alabama,1041,Crenshaw,2008,201.7,1
Alabama,1041,Crenshaw,2014,272.1,1
Alabama,1041,Crenshaw,2015,149,1
Alabama,1043,Cullman,2000,293.3,1
Alabama,1043,Cullman,2001,260.6,1
Alabama,1043,Cullman,2002,271.2,1
Alabama,1043,Cullman,2003,243.2,1
Alabama,1043,Cullman,2004,198.6,1
Alabama,1043,Cullman,2005,194.1,1
Alabama,1043,Cullman,2006,253.2,1
Alabama,1043,Cullman,2007,200.9,1
Alabama,1043,Cullman,2008,226,1
Alabama,1043,Cullman,2009,217.6,1
Alabama,1043,Cullman,2010,176.5,1
Alabama,1043,Cullman,2011,155.8,1
Alabama,1043,Cullman,2012,113.6,1
Alabama,1043,Cullman,2013,76.1,1
Alabama,1043,Cullman,2014,60.5,1
Alabama,1043,Cullman,2015,53.4,1
Alabama,1045,Dale,2000,145.2,1
Alabama,1045,Dale,2001,119.1,1
Alabama,1045,Dale,2002,90.3,1
Alabama,1045,Dale,2003,106.3,1
Alabama,1045,Dale,2004,76.9,1
Alabama,1045,Dale,2005,60.5,1
Alabama,1045,Dale,2006,68,1
Alabama,1045,Dale,2007,67,1
Alabama,1045,Dale,2008,70.6,1
Alabama,1045,Dale,2009,112.9,1
Alabama,1045,Dale,2010,96.6,1
Alabama,1045,Dale,2011,111.5,1
Alabama,1045,Dale,2012,118.4,1
Alabama,1045,Dale,2013,80.3,1
Alabama,1045,Dale,2014,42.2,0
Alabama,1045,Dale,2015,53.3,1
Alabama,1047,Dallas,2000,231.5,1
Alabama,1047,Dallas,2001,179.5,1
Alabama,1047,Dallas,2002,220,1
Alabama,1047,Dallas,2003,220.9,1
Alabama,1047,Dallas,2004,208.7,1
Alabama,1047,Dallas,2005,243.4,1
Alabama,1047,Dallas,2006,346,1
Alabama,1047,Dallas,2007,276.1,1
Alabama,1047,Dallas,2008,257.5,1
Alabama,1047,Dallas,2009,246,1
Alabama,1047,Dallas,2010,228.2,1
Alabama,1047,Dallas,2011,257.4,1
Alabama,1047,Dallas,2012,193.2,1
Alabama,1047,Dallas,2013,231.3,1
Alabama,1047,Dallas,2014,250.2,1
Alabama,1047,Dallas,2015,166.7,1
Alabama,1049,DeKalb,2000,172.3,1
Alabama,1049,DeKalb,2001,173.2,1
Alabama,1049,DeKalb,2002,166.1,1
Alabama,1049,DeKalb,2003,152.8,1
Alabama,1049,DeKalb,2004,128.4,1
Alabama,1049,DeKalb,2005,120.9,1
Alabama,1049,DeKalb,2006,102.3,1
Alabama,1049,DeKalb,2007,103.6,1
Alabama,1049,DeKalb,2008,105.1,1
Alabama,1049,DeKalb,2009,79.9,1
Alabama,1049,DeKalb,2010,108,1
Alabama,1049,DeKalb,2011,80.9,1
Alabama,1049,DeKalb,2012,36.4,1
Alabama,1049,DeKalb,2013,72.2,1
Alabama,1049,DeKalb,2014,69.2,1
Alabama,1049,DeKalb,2015,50.9,1
Alabama,1051,Elmore,2000,107.7,1
Alabama,1051,Elmore,2001,78.6,1
Alabama,1051,Elmore,2002,88,1
Alabama,1051,Elmore,2003,119.3,1
Alabama,1051,Elmore,2004,127.4,1
Alabama,1051,Elmore,2005,78.5,1
Alabama,1051,Elmore,2006,78,1
Alabama,1051,Elmore,2007,68.7,1
Alabama,1051,Elmore,2008,79.5,1
Alabama,1051,Elmore,2009,56.8,1
Alabama,1051,Elmore,2010,72.3,1
Alabama,1051,Elmore,2011,57.9,1
Alabama,1051,Elmore,2012,50.8,1
Alabama,1051,Elmore,2013,43.7,1
Alabama,1051,Elmore,2014,54.5,1
Alabama,1051,Elmore,2015,56.2,1
Alabama,1053,Escambia,2000,207.8,1
Alabama,1053,Escambia,2001,177.9,1
Alabama,1053,Escambia,2002,153.3,1
Alabama,1053,Escambia,2003,118.6,1
Alabama,1053,Escambia,2004,88.9,1
Alabama,1053,Escambia,2005,112.8,1
Alabama,1053,Escambia,2006,53.5,0
Alabama,1053,Escambia,2007,111,1
Alabama,1053,Escambia,2008,62.1,1
Alabama,1053,Escambia,2009,122.4,1
Alabama,1053,Escambia,2010,145.2,1
Alabama,1053,Escambia,2011,79.9,1
Alabama,1053,Escambia,2012,99.2,1
Alabama,1053,Escambia,2013,75.6,1
Alabama,1053,Escambia,2014,84.7,1
Alabama,1053,Escambia,2015,80.1,1
Alabama,1055,Etowah,2000,262.7,1
Alabama,1055,Etowah,2001,253.2,1
Alabama,1055,Etowah,2002,261.2,1
Alabama,1055,Etowah,2003,229,1
Alabama,1055,Etowah,2004,269.7,1
Alabama,1055,Etowah,2005,288.7,1
Alabama,1055,Etowah,2006,263.8,1
Alabama,1055,Etowah,2007,250.1,1
Alabama,1055,Etowah,2008,222.7,1
Alabama,1055,Etowah,2009,219.3,1
Alabama,1055,Etowah,2010,210,1
Alabama,1055,Etowah,2011,183.3,1
Alabama,1055,Etowah,2012,147.6,1
Alabama,1055,Etowah,2013,124.2,1
Alabama,1055,Etowah,2014,147.7,1
Alabama,1055,Etowah,2015,141,1
Alabama,1057,Fayette,2000,251.8,1
Alabama,1057,Fayette,2001,155.2,1
Alabama,1057,Fayette,2002,214.2,1
Alabama,1057,Fayette,2003,107.3,0
Alabama,1057,Fayette,2004,126.9,1
Alabama,1057,Fayette,2007,146.7,1
Alabama,1057,Fayette,2008,224.1,1
Alabama,1057,Fayette,2009,177.2,1
Alabama,1057,Fayette,2010,196.4,1
Alabama,1057,Fayette,2011,296.4,1
Alabama,1057,Fayette,2012,139,1
Alabama,1057,Fayette,2013,219.4,1
Alabama,1057,Fayette,2014,149.6,1
Alabama,1057,Fayette,2015,120.3,1
Alabama,1059,Franklin,2000,176.3,1
Alabama,1059,Franklin,2001,211.8,1
Alabama,1059,Franklin,2002,169.6,1
Alabama,1059,Franklin,2003,151.9,1
Alabama,1059,Franklin,2004,145.4,1
Alabama,1059,Franklin,2005,144.6,1
Alabama,1059,Franklin,2006,119.8,1
Alabama,1059,Franklin,2007,161.9,1
Alabama,1059,Franklin,2008,161,1
Alabama,1059,Franklin,2009,118.3,1
Alabama,1059,Franklin,2010,105.6,1
Alabama,1059,Franklin,2011,64.5,0
Alabama,1059,Franklin,2012,105.3,1
Alabama,1059,Franklin,2013,117.1,1
Alabama,1059,Franklin,2014,58.5,0
Alabama,1059,Franklin,2015,58.1,0
Alabama,1061,Geneva,2000,304.1,1
Alabama,1061,Geneva,2001,233.3,1
Alabama,1061,Geneva,2002,205.3,1
Alabama,1061,Geneva,2003,211,1
Alabama,1061,Geneva,2004,214.4,1
Alabama,1061,Geneva,2005,132.7,1
Alabama,1061,Geneva,2006,196.6,1
Alabama,1061,Geneva,2007,182,1
Alabama,1061,Geneva,2008,192.6,1
Alabama,1061,Geneva,2009,160.1,1
Alabama,1061,Geneva,2010,177.7,1
Alabama,1061,Geneva,2011,258.6,1
Alabama,1061,Geneva,2012,157.6,1
Alabama,1061,Geneva,2013,120.8,1
Alabama,1061,Geneva,2014,114.1,1
Alabama,1061,Geneva,2015,144.5,1
Alabama,1063,Greene,2002,211.3,0
Alabama,1065,Hale,2000,235.5,1
Alabama,1065,Hale,2001,281.6,1
Alabama,1065,Hale,2002,205.2,1
Alabama,1065,Hale,2003,172,1
Alabama,1065,Hale,2004,150,1
Alabama,1065,Hale,2005,230.7,1
Alabama,1065,Hale,2006,160.9,1
Alabama,1065,Hale,2007,124.8,0
Alabama,1065,Hale,2008,226.3,1
Alabama,1065,Hale,2013,116.2,0
Alabama,1065,Hale,2015,141.4,1
Alabama,1067,Henry,2000,143.7,1
Alabama,1067,Henry,2001,197.1,1
Alabama,1067,Henry,2002,129.6,1
Alabama,1067,Henry,2003,107,0
Alabama,1067,Henry,2004,105.8,0
Alabama,1067,Henry,2005,114.7,0
Alabama,1067,Henry,2008,98.7,0
Alabama,1067,Henry,2012,125.1,1
Alabama,1067,Henry,2013,114.9,1
Alabama,1067,Henry,2014,95.2,0
Alabama,1067,Henry,2015,133.1,1
Alabama,1069,Houston,2000,104.4,1
Alabama,1069,Houston,2001,91.1,1
Alabama,1069,Houston,2002,52.3,1
Alabama,1069,Houston,2003,82.8,1
Alabama,1069,Houston,2004,63.1,1
Alabama,1069,Houston,2005,53.8,1
Alabama,1069,Houston,2006,58.2,1
Alabama,1069,Houston,2007,64.4,1
Alabama,1069,Houston,2008,41,1
Alabama,1069,Houston,2009,58.5,1
Alabama,1069,Houston,2010,41.5,1
Alabama,1069,Houston,2011,33.9,1
Alabama,1069,Houston,2012,49.4,1
Alabama,1069,Houston,2013,45.7,1
Alabama,1069,Houston,2014,43.6,1
Alabama,1069,Houston,2015,38.1,1
Alabama,1071,Jackson,2000,161.6,1
Alabama,1071,Jackson,2001,204.7,1
Alabama,1071,Jackson,2002,203.6,1
Alabama,1071,Jackson,2003,148.1,1
Alabama,1071,Jackson,2004,146.9,1
Alabama,1071,Jackson,2005,136,1
Alabama,1071,Jackson,2006,114.6,1
Alabama,1071,Jackson,2007,201.2,1
Alabama,1071,Jackson,2008,176.9,1
Alabama,1071,Jackson,2009,208.5,1
Alabama,1071,Jackson,2010,227.2,1
Alabama,1071,Jackson,2011,130,1
Alabama,1071,Jackson,2012,178.4,1
Alabama,1071,Jackson,2013,165.7,1
Alabama,1071,Jackson,2014,172.5,1
Alabama,1071,Jackson,2015,140.2,1
Alabama,1073,Jefferson,2000,136.3,1
Alabama,1073,Jefferson,2001,128.8,1
Alabama,1073,Jefferson,2002,122.9,1
Alabama,1073,Jefferson,2003,109.1,1
Alabama,1073,Jefferson,2004,107.9,1
Alabama,1073,Jefferson,2005,98.6,1
Alabama,1073,Jefferson,2006,84.6,1
Alabama,1073,Jefferson,2007,79.3,1
Alabama,1073,Jefferson,2008,74.7,1
Alabama,1073,Jefferson,2009,77.3,1
Alabama,1073,Jefferson,2010,80,1
Alabama,1073,Jefferson,2011,72.4,1
Alabama,1073,Jefferson,2012,69.4,1
Alabama,1073,Jefferson,2013,66.5,1
Alabama,1073,Jefferson,2014,60.5,1
Alabama,1073,Jefferson,2015,50.6,1
Alabama,1075,Lamar,2000,228.7,1
Alabama,1075,Lamar,2001,206.6,1
Alabama,1075,Lamar,2002,251.5,1
Alabama,1075,Lamar,2003,252.5,1
Alabama,1075,Lamar,2004,206.7,1
Alabama,1075,Lamar,2005,137.5,1
Alabama,1075,Lamar,2006,149,1
Alabama,1075,Lamar,2007,260.2,1
Alabama,1075,Lamar,2008,294.7,1
Alabama,1075,Lamar,2010,159.5,1
Alabama,1075,Lamar,2011,115,0
Alabama,1075,Lamar,2012,149.9,1
Alabama,1075,Lamar,2013,197.4,1
Alabama,1075,Lamar,2014,174.6,1
Alabama,1075,Lamar,2015,129.9,0
Alabama,1077,Lauderdale,2000,134.8,1
Alabama,1077,Lauderdale,2001,125.9,1
Alabama,1077,Lauderdale,2002,162.4,1
Alabama,1077,Lauderdale,2003,100.8,1
Alabama,1077,Lauderdale,2004,79.2,1
Alabama,1077,Lauderdale,2005,80.1,1
Alabama,1077,Lauderdale,2006,72.9,1
Alabama,1077,Lauderdale,2007,85.8,1
Alabama,1077,Lauderdale,2008,90.5,1
Alabama,1077,Lauderdale,2009,113,1
Alabama,1077,Lauderdale,2010,137.4,1
Alabama,1077,Lauderdale,2011,88,1
Alabama,1077,Lauderdale,2012,87.9,1
Alabama,1077,Lauderdale,2013,91.7,1
Alabama,1077,Lauderdale,2014,72.5,1
Alabama,1077,Lauderdale,2015,76.3,1
Alabama,1079,Lawrence,2000,271.5,1
Alabama,1079,Lawrence,2001,240.2,1
Alabama,1079,Lawrence,2002,194.2,1
Alabama,1079,Lawrence,2003,193.3,1
Alabama,1079,Lawrence,2004,176.2,1
Alabama,1079,Lawrence,2005,189.4,1
Alabama,1079,Lawrence,2006,241,1
Alabama,1079,Lawrence,2007,160.3,1
Alabama,1079,Lawrence,2008,138.8,1
Alabama,1079,Lawrence,2009,117.7,1
Alabama,1079,Lawrence,2010,126.8,1
Alabama,1079,Lawrence,2011,96.4,1
Alabama,1079,Lawrence,2012,91.6,1
Alabama,1079,Lawrence,2013,81.6,1
Alabama,1079,Lawrence,2014,86.9,1
Alabama,1079,Lawrence,2015,77.4,1
Alabama,1081,Lee,2000,192.5,1
Alabama,1081,Lee,2001,219.1,1
Alabama,1081,Lee,2002,156.1,1
Alabama,1081,Lee,2003,172.9,1
Alabama,1081,Lee,2004,154.1,1
Alabama,1081,Lee,2005,126.7,1
Alabama,1081,Lee,2006,77.5,1
Alabama,1081,Lee,2007,104,1
Alabama,1081,Lee,2008,125.1,1
Alabama,1081,Lee,2009,72.3,1
Alabama,1081,Lee,2010,47.7,1
Alabama,1081,Lee,2011,44.9,1
Alabama,1081,Lee,2012,28,1
Alabama,1081,Lee,2013,48.5,1
Alabama,1081,Lee,2014,41.1,1
Alabama,1081,Lee,2015,21.4,1
Alabama,1083,Limestone,2000,55.9,1
Alabama,1083,Limestone,2001,66,1
Alabama,1083,Limestone,2002,78.4,1
Alabama,1083,Limestone,2003,62.8,1
Alabama,1083,Limestone,2004,71.8,1
Alabama,1083,Limestone,2005,49,1
Alabama,1083,Limestone,2006,42.2,1
Alabama,1083,Limestone,2007,45.4,1
Alabama,1083,Limestone,2008,46.1,1
Alabama,1083,Limestone,2009,33.6,1
Alabama,1083,Limestone,2010,33,1
Alabama,1083,Limestone,2011,42.6,1
Alabama,1083,Limestone,2012,37.5,1
Alabama,1083,Limestone,2013,20.4,0
Alabama,1083,Limestone,2014,67.7,1
Alabama,1083,Limestone,2015,19.5,0
Alabama,1087,Macon,2000,450.2,1
Alabama,1087,Macon,2001,415.7,1
Alabama,1087,Macon,2002,480.9,1
Alabama,1087,Macon,2003,197.1,1
Alabama,1087,Macon,2008,109.1,1
Alabama,1087,Macon,2009,100.5,0
Alabama,1087,Macon,2011,111.8,1
Alabama,1089,Madison,2000,109.3,1
Alabama,1089,Madison,2001,107.6,1
Alabama,1089,Madison,2002,109.2,1
Alabama,1089,Madison,2003,70.8,1
Alabama,1089,Madison,2004,38.6,1
Alabama,1089,Madison,2005,39,1
Alabama,1089,Madison,2006,32.4,1
Alabama,1089,Madison,2007,35.3,1
Alabama,1089,Madison,2008,35.1,1
Alabama,1089,Madison,2009,36.1,1
Alabama,1089,Madison,2010,33.2,1
Alabama,1089,Madison,2011,72.1,1
Alabama,1089,Madison,2012,60.5,1
Alabama,1089,Madison,2013,40.8,1
Alabama,1089,Madison,2014,38.6,1
Alabama,1089,Madison,2015,21.9,1
Alabama,1091,Marengo,2000,230.3,1
Alabama,1091,Marengo,2001,290.5,1
Alabama,1091,Marengo,2002,255,1
Alabama,1091,Marengo,2003,436,1
Alabama,1091,Marengo,2004,444.7,1
Alabama,1091,Marengo,2005,348.6,1
Alabama,1091,Marengo,2006,396.3,1
Alabama,1091,Marengo,2007,277.1,1
Alabama,1091,Marengo,2008,242.4,1
Alabama,1091,Marengo,2009,253.2,1
Alabama,1091,Marengo,2010,447.4,1
Alabama,1091,Marengo,2011,296.6,1
Alabama,1091,Marengo,2012,205.4,1
Alabama,1091,Marengo,2013,224.8,1
Alabama,1091,Marengo,2014,338.7,1
Alabama,1091,Marengo,2015,297.2,1
Alabama,1093,Marion,2000,298.3,1
Alabama,1093,Marion,2001,354.1,1
Alabama,1093,Marion,2002,249.2,1
Alabama,1093,Marion,2003,207.8,1
Alabama,1093,Marion,2004,263.1,1
Alabama,1093,Marion,2005,271.8,1
Alabama,1093,Marion,2006,186.1,1
Alabama,1093,Marion,2007,282.1,1
Alabama,1093,Marion,2008,351,1
Alabama,1093,Marion,2009,297.1,1
Alabama,1093,Marion,2010,313.2,1
Alabama,1093,Marion,2011,307.7,1
Alabama,1093,Marion,2012,283.5,1
Alabama,1093,Marion,2013,262.5,1
Alabama,1093,Marion,2014,246.7,1
Alabama,1093,Marion,2015,258.1,1
Alabama,1095,Marshall,2000,141.9,1
Alabama,1095,Marshall,2001,152,1
Alabama,1095,Marshall,2002,157.1,1
Alabama,1095,Marshall,2003,236.9,1
Alabama,1095,Marshall,2004,206.1,1
Alabama,1095,Marshall,2005,146.6,1
Alabama,1095,Marshall,2006,183.6,1
Alabama,1095,Marshall,2007,169.8,1
Alabama,1095,Marshall,2008,207.5,1
Alabama,1095,Marshall,2009,175.1,1
Alabama,1095,Marshall,2010,170.8,1
Alabama,1095,Marshall,2011,96.6,1
