FIPS,tabled,tdisabled,D_biep_Abled_Good_all
19047,8.0,10.0,0.595881582526022
19049,7.4,7.2,0.2608648719265489
19055,10.0,7.0,-0.0503996111069543
19057,7.0,8.5,1.03888184659794
19059,9.0,9.0,0.504428555540565
19061,8.0,7.5,0.7153305544151841
19065,7.5,7.0,0.799317014204136
19073,9.0,7.0,0.29116317657953994
19083,7.5,6.0,0.35686793497434205
19089,9.0,9.0,0.297281877429199
19093,9.0,9.25,0.518297246696004
19099,7.0,7.0,0.638313294131634
19103,7.86301369863014,7.50684931506849,0.499377741678684
19105,10.0,10.0,0.8788751829474509
19111,7.0,6.5,0.9097920926779072
19113,7.5217391304347805,7.08695652173913,0.531163056747213
19121,9.0,9.5,0.131519338230128
19123,8.0,8.0,0.8907607195264808
19127,7.33333333333333,7.33333333333333,0.39973518836865096
19129,5.0,8.0,0.27257206197335104
19133,9.0,10.0,0.623745003435499
19139,5.0,6.0,0.44419405415159496
19149,6.5,6.5,0.09427674189164302
19153,8.06521739130435,8.14130434782609,0.57518986253504
19155,8.66666666666667,9.0,0.232489614572822
19157,9.0,6.0,0.820806838259078
19163,8.0,8.5,0.590782434118469
19165,7.66666666666667,7.33333333333333,0.6834734946586091
19167,9.0,8.0,0.682035112771124
19169,7.27272727272727,7.31818181818182,0.496541954292517
19171,8.0,10.0,1.15767008129402
19173,8.0,10.0,0.8807524500679141
19179,10.0,10.0,0.922013292540641
19181,8.8,8.6,0.419029700119199
19183,4.0,4.0,0.901689058968912
19187,9.0,7.0,0.369660302205838
19189,5.0,9.0,-0.559413120417181
19191,8.0,6.75,0.735750380459026
19193,7.428571428571429,7.857142857142861,0.465116401376735
19195,8.0,8.0,-0.238244133882558
20001,7.0,8.0,0.987275073901462
20003,9.0,8.75,0.315319503629653
20005,8.5,8.5,0.227809385380068
20009,10.0,10.0,0.8839126885224009
20013,9.0,8.0,0.23210058865718
20015,7.71428571428571,7.428571428571429,0.39767080058641
20021,4.0,6.0,0.32314204266935304
20027,8.0,6.0,0.3708676098617321
20029,9.0,9.33333333333333,0.610990660357786
20035,8.5,7.25,0.35917371000377
20037,8.5,8.5,0.4260671220144861
20039,8.0,8.0,1.00728897962958
20043,9.0,10.0,0.6857055192902111
20045,7.79166666666667,7.91666666666667,0.469620547719902
20051,9.0,9.0,0.25257644736878804
20055,9.0,10.0,-0.459011486441317
20059,8.0,9.0,-0.222531223281792
20061,8.25,7.75,0.269318161543511
20079,9.5,9.0,0.4949909001023339
20087,8.0,4.0,1.23554904736469
20091,7.83783783783784,7.378378378378379,0.454796958335775
20099,8.5,9.0,0.286310195760197
20103,8.11111111111111,7.77777777777778,0.42193148910683
20111,6.75,6.75,0.4628915743734841
20113,5.0,5.0,0.8154542304251771
20117,5.0,5.0,0.362164283867291
20121,7.5,9.5,0.88883703217993
20125,8.33333333333333,7.0,0.886587704251198
20133,5.5,5.5,0.611549161707787
20135,9.0,8.0,0.326231264218669
20145,10.0,10.0,0.209483047386358
20149,8.2,9.0,0.61407145120825
20155,8.33333333333333,8.33333333333333,0.250136955819366
20161,8.26086956521739,7.8695652173913,0.4691616910503571
20167,7.5,8.0,0.782732085165697
20169,9.0,8.0,0.625418460441802
20173,8.04545454545454,7.9545454545454515,0.593397375375182
20175,6.5,6.5,0.4868940380926901
20177,7.4,7.06666666666667,0.6727886190420028
20189,5.0,5.0,0.0202268296767499
20191,6.5,6.5,0.956199215844275
2020,7.357142857142861,6.857142857142861,0.275914136618593
20205,8.0,8.0,0.6623733596990949
20209,6.428571428571429,6.71428571428571,0.35609684566588296
2050,7.0,6.0,1.29452157794654
2090,7.16666666666667,7.0,0.8280579672208049
21001,9.0,9.0,0.192949675983126
21003,10.0,10.0,0.3120474131252769
21005,6.5,8.0,0.41781499248391496
21015,9.285714285714286,7.857142857142861,0.7726314393416551
21019,5.0,5.0,0.350982043046086
21021,5.0,5.0,0.3558414396839029
21027,9.0,9.0,0.541761302066452
21029,7.66666666666667,8.33333333333333,0.413282423774505
21031,4.0,9.0,0.723154195729462
21033,9.0,8.66666666666667,0.13900713961761402
21035,8.0,8.0,0.4001649298798231
21037,7.571428571428571,7.71428571428571,0.326102693375148
21041,5.0,5.0,1.05085657920643
21047,7.923076923076921,7.923076923076921,0.66512639919522
21049,8.66666666666667,7.33333333333333,0.8433079516892059
21053,6.0,6.0,-0.33515409031497995
21059,8.571428571428571,8.85714285714286,0.645405785854553
21065,10.0,7.0,-0.815218507194805
21067,7.857142857142861,7.69387755102041,0.526905307538762
21071,6.0,8.0,0.4831608663052141
21073,6.66666666666667,6.33333333333333,-0.0247771970295291
21083,6.0,2.0,0.9067716151307248
21087,8.0,7.0,0.9754340124455072
21089,8.0,5.0,0.5985557096032541
21093,7.6,7.6,0.30007040116418393
21097,4.0,5.0,0.0914716598954154
2110,7.66666666666667,8.66666666666667,-0.0198495319373814
21101,7.25,8.0,0.5845281942243841
21103,8.0,8.0,0.774411254059477
21107,9.0,9.33333333333333,0.5601356945467459
21111,7.64,7.56,0.6363059414481961
21113,6.5,8.5,-0.130051031263609
21117,7.91666666666667,7.83333333333333,0.4053984747542229
21123,5.0,5.0,0.4351365359737601
21125,9.0,7.0,0.5765064580628471
21131,7.5,7.5,0.854892734671025
21141,10.0,10.0,-0.911442337426375
21145,9.2,8.6,0.23474369304381695
21151,7.25,6.83333333333333,0.7146036421596842
21157,7.33333333333333,8.0,0.170762835077475
21159,5.0,5.0,1.0771649988743102
21161,9.0,9.0,1.13164134636789
21163,5.0,4.0,-0.3937372541935921
21177,7.33333333333333,7.33333333333333,0.247737765426075
21179,8.0,8.25,0.726258434555304
21185,7.571428571428571,7.571428571428571,0.592765919542854
21193,7.5,7.5,0.7541319014994091
21205,6.66666666666667,6.66666666666667,0.655277258101089
21207,10.0,10.0,0.04851815471846
21209,9.0,9.0,0.645910715547554
21215,10.0,10.0,0.9510339153731948
21219,9.0,9.0,0.528872894123863
2122,8.0,7.0,0.810455248634706
21221,10.0,10.0,1.05229217791572
21227,7.72,7.28,0.471846795987324
21229,5.0,5.0,0.909658402308454
21233,9.0,10.0,1.05605461837739
21239,6.5,6.5,0.240547877170228
2130,7.0,8.0,-0.393455392869934
2170,8.0,8.5,0.636581124910938
2185,4.0,9.0,-0.193067089281202
22013,9.0,9.0,0.7994953499236409
22015,8.23076923076923,8.384615384615389,0.811393314107748
22017,8.0,7.857142857142861,0.6687031010152261
22029,5.0,5.0,1.01442147950213
22031,9.5,3.5,0.9199941593396508
22033,7.64,6.96,0.421998608281455
22045,5.0,5.0,-0.144965483779966
22047,8.0,8.0,0.0790111550785796
22051,7.77777777777778,7.33333333333333,0.664086569316349
22055,6.75,6.125,0.6541269060141159
22057,8.0,8.0,0.757288017687736
22061,7.8148148148148096,7.40740740740741,0.65200936033274
22063,7.0,6.5,0.46239103341931
22071,7.65217391304348,7.8695652173913,0.389728987751295
22073,8.16666666666667,7.5,0.742262761094487
22079,8.0,8.5,1.04780509048695
22087,8.0,8.0,0.2742211588866
22089,7.75,6.0,0.41429091477112
22093,7.0,8.0,0.180658236828525
22103,6.428571428571429,7.142857142857139,0.597405523715086
22105,7.0,4.0,1.1504183354795
22111,8.0,7.0,0.607902075006244
22113,9.5,8.5,0.383360444245634
22115,10.0,10.0,0.607726618785452
22119,7.0,6.0,0.513048372902259
2220,5.0,10.0,0.375312322587111
2270,9.0,4.0,0.82697955532248
2280,5.0,5.0,0.30692315357293704
23001,7.28571428571429,7.0,0.456938125048751
23003,9.0,9.0,0.111448696405263
23005,6.923076923076921,6.6153846153846105,0.6948461490004599
23007,8.0,8.0,1.30509735875751
23009,7.0,7.0,0.26444277229341195
23011,6.4545454545454515,6.4545454545454515,0.6265885347234339
23013,5.0,9.0,0.6882550753729101
23015,5.0,8.0,0.958331926793992
23017,8.0,8.0,0.6866534008324611
23019,7.26315789473684,7.42105263157895,0.130910016792904
23023,7.0,9.0,0.162429808681401
23025,9.0,8.0,0.630381550220958
23027,5.0,5.5,0.0853262745121098
23031,7.93333333333333,7.8,0.668338693745912
24003,7.081081081081082,6.810810810810809,0.621817616805171
24005,7.6551724137931005,7.77586206896552,0.570214041497099
24009,7.2,7.1,0.728181909785202
24013,8.0,7.55555555555556,0.392519613154134
24015,7.75,8.5,0.140640172916404
24017,7.83333333333333,6.83333333333333,0.392958711565109
24019,9.33333333333333,9.33333333333333,0.858913817209961
24021,8.22222222222222,7.16666666666667,0.575704966980819
24025,7.75,7.5,0.798085038154999
24027,7.1851851851851904,6.7037037037037015,0.6183511851943
24029,5.0,5.0,-0.18060636083875894
24031,7.28865979381443,7.39795918367347,0.497997706676295
24033,7.7,7.95,0.491233289107809
24035,6.0,7.66666666666667,0.303435987431846
24037,8.0,8.25,0.516273088973484
24041,5.0,5.0,0.19075438796744
24043,8.66666666666667,8.0,0.9746365190096092
24045,7.0,6.75,1.06350672086613
24510,7.271604938271611,7.65432098765432,0.497138880929199
25001,6.625,6.875,0.15616174091962
25005,7.73333333333333,7.77777777777778,0.462742717241267
25007,5.0,5.0,1.28590834598184
25009,7.515625,7.625,0.566188748715069
25013,7.72727272727273,7.52727272727273,0.481913542750386
25017,7.45833333333333,7.392361111111112,0.485686895386339
25021,7.20224719101124,7.23595505617978,0.628618076520903
25023,8.13207547169811,7.47169811320755,0.600764857310557
25025,7.542857142857139,7.347517730496451,0.44149955653423
25027,7.6304347826087,7.48913043478261,0.534129865700158
26005,6.0,5.33333333333333,0.5795833369596178
26015,7.5,7.0,0.418291585723883
26017,9.0,8.5,0.475811854957171
26021,10.0,8.33333333333333,0.476505992090326
26023,10.0,10.0,0.529787700103492
26025,7.66666666666667,7.5,0.5522705327295021
26029,5.0,4.0,1.18203567280854
26031,8.4,8.2,0.646959342363817
26041,8.0,8.0,0.7739743334946241
26045,7.875,7.625,0.67574160544155
26047,8.33333333333333,6.66666666666667,0.748481203571977
26049,7.0,7.423076923076921,0.577017205354355
26055,7.0,6.5,0.736599829892009
26057,6.75,6.0,0.57684990890675
26059,5.0,5.0,1.00995043870251
26061,8.5,7.0,0.591864780206885
26065,7.2962962962962985,7.074074074074072,0.495857643755251
26067,7.2,8.0,0.502768624967938
26073,7.1,6.9,0.7863109340988059
26075,8.66666666666667,7.33333333333333,0.44306725386722
26077,7.46052631578947,7.25,0.6279091549021341
26081,7.759036144578309,7.26506024096386,0.5685341766981701
26087,9.0,9.0,0.3729138649554601
26091,6.0,6.33333333333333,0.518773889879215
26093,6.1,6.6,0.4204249776474861
26099,7.6,8.33333333333333,0.437215782230149
26101,9.0,9.0,1.07712521534432
26103,6.25,7.0,0.556799246100352
26105,8.0,8.0,0.8761806471553509
26107,7.0,8.0,0.4895821034058621
26109,5.0,5.0,0.63173232468717
26111,7.13636363636364,6.18181818181818,0.44151066914593
26113,7.0,8.0,0.23661613092815306
26115,7.888888888888888,9.222222222222221,0.504710521351659
26117,8.5,8.5,-0.029410296100546
26121,7.5,7.5,0.6253418071526999
26123,9.5,9.0,0.28286150604403903
26125,8.0,7.887096774193551,0.460904652455717
26127,7.33333333333333,10.0,0.512840084475559
26131,8.0,7.0,0.231203653340839
26137,9.0,9.0,0.60824361982065
26139,7.96969696969697,7.5454545454545485,0.634018797622282
26145,7.55555555555556,6.888888888888888,0.285969593420495
26147,7.588235294117651,6.82352941176471,0.560485037480616
26151,8.0,7.0,0.3841203464861209
26155,9.0,9.0,0.3411016553481
26157,9.0,9.0,0.6343095261630121
26159,7.0,6.5,0.13947622313949498
26161,7.33333333333333,7.38095238095238,0.534913833540733
26163,7.76829268292683,7.73170731707317,0.4905244837771989
26165,5.0,5.0,0.2513008167859589
27003,7.19047619047619,8.0,0.525764908476714
27005,10.0,10.0,-0.35676977872685106
27009,8.75,8.75,0.222387243462768
27013,8.0,8.28571428571429,0.27003288988259
27015,8.0,8.0,1.2423639971427098
27017,8.375,7.625,0.5840247880219129
27019,8.125,7.25,0.622681381101838
27021,9.5,9.5,0.8395233586626331
27023,8.0,8.5,-0.342467559703667
27025,7.0,7.8,0.342744015283733
27027,10.0,8.0,0.8962333720449058
27035,7.75,8.0,0.37622680685164506
27037,7.5135135135135105,7.32432432432432,0.497683479997555
27039,8.0,8.0,0.8403114307653299
27041,7.5,5.0,0.847073120551009
27045,10.0,10.0,-0.253322444840907
27047,6.66666666666667,6.66666666666667,0.28449447567105896
27049,6.75,6.25,0.7714312702185351
27053,7.48636363636364,7.31818181818182,0.571511916173913
27055,9.0,6.5,0.827845590293348
27059,7.4,6.2,0.29495111577366306
27061,0.0,8.0,1.21878001243686
27063,5.0,5.0,0.541522963673795
27067,5.0,5.0,1.42376229610434
27083,7.0,8.0,0.3499824355693711
27085,7.33333333333333,7.66666666666667,0.7322289655479041
27087,7.0,7.0,1.06552463323662
27093,8.77777777777778,8.11111111111111,0.641184514043376
27095,8.75,8.75,0.27553130245419605
27097,6.0,8.0,0.452853994659373
27099,5.0,5.0,0.8404243893230741
27103,7.33333333333333,8.0,0.5761773693538721
27105,8.0,7.0,0.477267749834022
27109,7.75,7.58333333333333,0.699159747995483
27111,7.16666666666667,6.16666666666667,0.26803658509321104
27115,7.0,7.5,0.8247521544830021
27119,8.66666666666667,8.33333333333333,0.35102173062937
27123,7.75268817204301,7.73118279569892,0.53425383131426
27127,5.0,6.0,1.02011248001293
27131,8.33333333333333,8.0,0.31198865893048305
27133,9.0,9.0,0.27452855980643
27135,5.0,5.0,0.4455515713439209
27137,7.53846153846154,7.1153846153846105,0.540251964166914
27139,7.0,7.6,0.464814156182408
27141,8.1,7.7,0.359055122525986
27145,8.0,7.928571428571429,0.6383329068360649
27147,10.0,10.0,0.26059430886417
27149,7.0,6.0,0.212790373890218
27157,10.0,8.0,0.6595241348865251
27163,7.69565217391304,7.5217391304347805,0.537455805587041
27169,6.75,6.5,0.530782019443959
27171,7.5625,7.6875,0.517119868190777
28001,10.0,5.0,0.257781601777543
28003,10.0,10.0,0.650483581868085
28007,10.0,10.0,0.5304783939859571
28011,6.33333333333333,6.66666666666667,0.379081247802506
28021,9.0,5.0,0.113952197374426
28025,10.0,10.0,1.28708386217049
28029,8.0,8.0,0.7651092710540349
28031,8.0,10.0,0.593239553547834
28033,7.27272727272727,7.36363636363636,0.779094986567743
28035,7.5,7.6,0.6357301126629411
28039,7.0,7.0,1.0576153205189
28047,9.0,8.0,0.7223678203301829
28049,8.5,8.625,0.482334754386798
28057,5.0,8.0,1.24464347782501
28059,6.83333333333333,7.16666666666667,0.562310024265022
28067,5.0,5.0,0.35156670733905704
28071,7.692307692307692,7.8461538461538485,0.369224047206967
28075,5.0,10.0,0.629247142701328
28081,7.0,6.8,0.510504027636685
28087,8.0,8.0,1.0033055298391802
