FIPS,tthin,tfat,D_biep_Thin_Good_all
13045,6.65502183406114,6.08296943231441,0.42950312136311003
13047,6.82978723404255,6.0,0.41359649968747897
13049,3.0,7.0,0.486762170937413
13051,6.70648464163822,5.86006825938567,0.459703917663066
13053,5.0,4.0,0.8700164884706401
13055,7.36363636363636,5.90909090909091,0.45350153240371005
13057,6.732851985559571,5.69784172661871,0.43449248016705394
13059,6.73246329526917,5.54812398042414,0.45315927522831606
13063,6.839416058394161,6.32116788321168,0.420101332629417
13065,6.33333333333333,6.0,0.35725962854099697
13067,6.82565789473684,5.649425287356321,0.47579321880973896
13069,7.0,6.5,0.395910367293175
13071,6.8,6.90476190476191,0.39846406110946
13073,6.703296703296701,5.41304347826087,0.48110478978476395
13075,7.0,6.3,0.424381877034479
13077,6.90476190476191,5.8015873015873005,0.43495981529725297
13079,6.25,6.25,0.43129367808110797
13081,4.2,6.8,0.48267150432510597
13083,5.33333333333333,5.33333333333333,0.447658499470075
13085,7.32,6.72,0.42470562313287197
13087,6.941176470588241,6.117647058823531,0.207867018193159
13089,6.60526315789474,5.475170399221031,0.425063341963499
13091,5.0,5.0,0.592060686488012
13093,6.75,4.25,0.5695736398960419
13095,6.63636363636364,6.22727272727273,0.44247635310519395
13097,6.64071856287425,5.886227544910179,0.433945494903413
13099,7.83333333333333,7.16666666666667,0.527460707506563
13101,8.0,8.0,0.4722606614501789
13103,7.08333333333333,5.77777777777778,0.504624203800533
13105,7.25,5.75,0.667915507409905
13107,6.6,6.2,0.49102359713355803
13109,5.5,7.25,0.635594287918915
13111,6.33333333333333,4.66666666666667,0.444729604457107
13113,7.007142857142861,5.719424460431651,0.43202902023378603
13115,6.367816091954019,5.88505747126437,0.45675363767750704
13117,6.783269961977191,5.25954198473282,0.4818534534218629
13119,6.41666666666667,5.91666666666667,0.490837313256984
13121,6.794048181388759,5.39385342789598,0.437165309679772
13123,6.39130434782609,6.13636363636364,0.360661729520693
13125,5.0,5.0,0.1634460841319
13127,6.55555555555556,5.851851851851849,0.482334715680815
13129,6.51515151515152,6.0,0.387255301650106
13131,6.0,5.888888888888889,0.431309496056076
13133,5.6,5.8,0.20999932940217997
13135,6.75760649087221,5.559031281533801,0.42660580325053005
13137,7.2,6.2,0.47072848851887106
13139,6.369426751592361,5.828025477707009,0.41055654844033396
13141,6.0,6.0,-0.0379622372476411
13143,7.5333333333333306,6.73333333333333,0.27607030638244395
13145,6.125,5.625,0.478765561095914
13147,7.625,6.75,0.319305865024203
13149,7.28571428571429,6.71428571428571,0.3848637195441671
13151,6.959641255605379,6.300448430493269,0.44645391378914795
13153,6.56842105263158,5.94736842105263,0.43982807315414396
13155,6.33333333333333,8.66666666666667,0.6671643871877779
13157,6.84722222222222,5.80555555555556,0.42629470712053297
13159,5.8,6.0,0.30717478880396504
13161,5.83333333333333,5.5,0.136883232569572
13163,7.28571428571429,6.857142857142861,0.498305642068464
13165,10.0,9.0,0.524137729411437
13167,5.33333333333333,4.66666666666667,0.166013107217235
13169,6.83333333333333,5.66666666666667,0.576181925196946
13171,6.153846153846151,5.76923076923077,0.504463283187374
13173,5.888888888888889,5.44444444444444,0.42074554899846
13175,6.27272727272727,5.82608695652174,0.444771691598844
13177,6.52941176470588,5.76470588235294,0.29665467494906
13179,6.53061224489796,5.3877551020408205,0.43521091945366097
13181,5.8,5.6,0.34332208529187797
13183,6.5,6.0,0.44149634974209895
13185,6.881355932203389,6.07042253521127,0.427509759331499
13187,6.45901639344262,5.672131147540981,0.35119409697237497
13189,5.5,5.2,0.39341670686348706
13191,6.0,2.5,0.32501658273461
13193,8.0,8.0,0.254566317411006
13195,5.5625,5.0,0.500435802088937
13197,,,0.490604035829655
13199,7.18181818181818,5.545454545454549,0.5501780924641329
13201,6.0,5.75,0.259181616594981
13205,6.28571428571429,6.571428571428571,0.155420162433621
13207,6.22222222222222,5.22222222222222,0.6878823113624151
13209,7.5,7.33333333333333,0.49578055716432506
13211,6.6,4.7,0.531963522282165
13213,6.2592592592592595,6.37037037037037,0.41754835263500295
13215,6.80263157894737,5.88815789473684,0.4469074689546911
13217,6.5125,5.9875,0.3713814229142571
13219,6.5,4.89473684210526,0.44852581732849894
13221,7.0,6.0,0.35381560611951396
13223,6.51428571428571,5.828571428571429,0.44996848693625896
13225,6.5,6.2,0.446331087025195
13227,6.33333333333333,5.428571428571429,0.443911313026497
13229,6.875,5.625,0.509807768805306
13231,7.78571428571429,5.78571428571429,0.388684656513624
13233,7.33333333333333,7.111111111111111,0.360553462865794
13235,,,0.765078491471673
13237,6.0,5.14285714285714,0.47168080499762
13239,10.0,10.0,0.8380536403090881
13241,6.8,5.4666666666666694,0.553133774373926
13243,,,-0.17812621659433
13245,6.73157894736842,5.8105263157894695,0.45989086764530196
13247,6.6373626373626395,5.472527472527469,0.365575495534399
13249,6.0,6.0,0.40001391065156
13251,6.428571428571429,5.28571428571429,0.510185266162885
13253,8.0,6.25,0.5801818180071711
13255,6.46875,6.3125,0.33544573589407695
13257,7.111111111111111,6.111111111111111,0.4790841331145
13259,8.0,7.0,0.0543404513291992
13261,6.78125,5.84375,0.290274691586034
13263,8.33333333333333,8.33333333333333,0.31668448534925103
13265,,,0.7614396696706159
13267,5.66666666666667,5.33333333333333,0.46592701159270705
13269,8.5,7.0,0.495430821677124
13271,8.5,8.5,0.502770932488904
13273,6.0,6.0,1.14987278597149
13275,6.428571428571429,5.925925925925929,0.413104353469521
13277,6.36363636363636,6.27272727272727,0.41911563407510993
13279,6.73684210526316,6.26315789473684,0.453483483694885
13281,7.25,8.5,0.37463253529992896
13283,7.66666666666667,7.0,0.577085193203537
13285,7.121621621621621,6.26666666666667,0.413881110297364
13287,7.0,6.5,0.6045278941146229
13289,7.0,6.0,0.74213431915327
13291,7.09090909090909,5.90909090909091,0.36803700466188793
13293,6.0,4.8,0.6321499483426372
13295,6.378378378378379,6.0,0.4321815156422801
13297,7.06666666666667,5.82758620689655,0.338068929601644
13299,6.58333333333333,6.0,0.344912320304798
13301,5.0,5.0,0.5814941770198729
13303,7.09090909090909,6.27272727272727,0.519988714903647
13305,6.857142857142861,7.571428571428571,0.43118774428563394
13307,,,-0.136301515890321
13309,5.0,6.0,0.46502756310066795
13311,6.61904761904762,6.38095238095238,0.39491910632629296
13313,7.064935064935059,5.3246753246753205,0.47662100490490006
13315,7.4,6.2,0.22479465131793902
13317,8.25,5.75,0.555631448186076
13319,5.625,6.5,0.40751978227378005
13321,6.9,5.0,0.4632147212166121
15001,6.57435897435897,5.738461538461539,0.39517702042531394
15003,6.593152064451161,5.78931451612903,0.4099611865920279
15007,6.33333333333333,6.51515151515152,0.384340172624055
15009,6.60606060606061,5.53731343283582,0.40403864700183506
16001,6.79261862917399,5.4330985915492995,0.41595761942718895
16003,,,0.311133417202796
16005,6.5,5.54310344827586,0.506570917932096
16007,9.0,4.0,0.7448615752749971
16009,6.5,6.66666666666667,0.21452628402259302
16011,7.148936170212769,6.70212765957447,0.38106222564886705
16013,7.261538461538461,5.67692307692308,0.36714967489324396
16015,6.5,6.5,0.548979599471564
16017,6.5,5.3125,0.399221691468012
16019,6.721649484536081,5.42708333333333,0.46804392744060397
16021,7.33333333333333,2.6666666666666696,0.489460102155939
16023,8.0,8.0,0.45485593387810996
16025,,,0.722414967885571
16027,6.8044692737430195,5.8100558659217905,0.4196133706863259
16029,6.5,6.33333333333333,0.38632171919839503
16031,8.09523809523809,5.571428571428571,0.447541029476079
16035,5.33333333333333,4.83333333333333,0.496663905197711
16037,7.66666666666667,3.6666666666666696,0.667507590293152
16039,6.59259259259259,5.59259259259259,0.486441954832784
16041,7.625,5.0,0.45303664240371994
16043,6.5,5.75,0.531513836748296
16045,7.0,5.6,0.46998955363317996
16047,5.5,4.5,0.526006523880335
16049,6.0,4.8,0.6752182109890831
16051,7.192307692307691,6.23076923076923,0.471426148098303
16053,6.2,5.6,0.43917957548923103
16055,6.7252252252252305,5.648648648648651,0.440101672236266
16057,6.76775956284153,5.397260273972599,0.38489172717317105
16059,7.66666666666667,6.66666666666667,0.438019401776781
16061,9.0,7.5,0.458976158510836
16063,9.0,6.0,0.4093539670581529
16065,7.100323624595469,6.155339805825241,0.469280739820282
16067,6.357142857142861,5.5,0.38851620672449
16069,6.53846153846154,6.076923076923079,0.332976783628442
16071,10.0,2.0,0.7501800514005229
16073,6.4,5.6,0.536583435149823
16075,7.125,6.75,0.42396860831301003
16077,7.63636363636364,5.454545454545451,0.340967823121371
16079,7.0,5.26315789473684,0.39489205074797296
16081,7.09090909090909,6.36363636363636,0.571346394669531
16083,7.049180327868849,5.81967213114754,0.466521643813382
16085,7.8,5.8,0.603650646217162
16087,7.0,7.0,0.601068982698182
17001,6.55434782608696,5.08695652173913,0.487922322392269
17003,5.5,5.0,0.310506344895922
17005,6.611111111111111,6.22222222222222,0.42766221233501206
17007,6.9738562091503296,6.0196078431372495,0.456484569144979
17009,,,0.640302747728285
17011,7.71428571428571,5.928571428571429,0.415025399456193
17013,8.5,9.0,
17015,6.923076923076921,6.76923076923077,0.51879569157453
17017,6.6875,5.9375,0.506517484598326
17019,6.96379647749511,5.5738747553816,0.432794356192784
17021,7.142857142857139,6.2285714285714295,0.5225244661586551
17023,6.47619047619048,5.857142857142861,0.312912809979114
17025,7.91666666666667,5.83333333333333,0.583004266714454
17027,6.6875,6.5,0.403829350498586
17029,6.915492957746481,5.92018779342723,0.44238782965175205
17031,6.76278616658548,5.599414919551441,0.42943452024814205
17033,6.66666666666667,6.58333333333333,0.395555106113353
17035,6.91666666666667,6.41666666666667,0.423336290025817
17037,6.5689277899343494,5.69736842105263,0.4567020039703621
17039,6.05263157894737,5.63157894736842,0.553874765693973
17041,6.388888888888889,5.72222222222222,0.5125104197411561
17043,6.950021729682749,5.653344917463079,0.4455168999954
17045,6.13333333333333,5.86666666666667,0.45167031144871295
17047,7.0,6.5,0.379608412771591
17049,6.984615384615379,6.09230769230769,0.405677339783165
17051,6.441176470588241,5.441176470588241,0.5655344000721589
17053,6.611111111111111,5.5,0.589365313037832
17055,6.33333333333333,6.4666666666666694,0.42239008087103097
17057,6.63829787234043,5.510638297872339,0.45394885222336895
17059,5.0,5.0,0.6210316828755071
17061,6.33333333333333,5.22222222222222,0.538209261706962
17063,6.86666666666667,6.06578947368421,0.435188777882675
17065,6.66666666666667,8.0,0.305036109278453
17067,6.55555555555556,5.66666666666667,0.6037790454767421
17069,6.0,5.0,0.543650317502671
17071,6.0,6.0,0.321730685966801
17073,7.22388059701493,5.85074626865672,0.36422040741175504
17075,6.68965517241379,6.41379310344828,0.37749417166400895
17077,6.92024539877301,5.98773006134969,0.42928425156511607
17079,6.571428571428571,6.238095238095241,0.4674690672862539
17081,6.7,6.0,0.46089080652076
17083,6.81578947368421,5.9736842105263195,0.373639736519493
17085,6.81818181818182,5.72727272727273,0.43242303207715294
17087,7.0,6.5,0.5588455917292939
17089,6.74521354933726,5.674521354933731,0.430950764133214
17091,7.08547008547009,6.0,0.458397363694755
17093,6.758169934640519,5.79084967320261,0.484146194479914
17095,6.24509803921569,5.617647058823531,0.39563177211799194
17097,6.8897959183673505,5.68221574344023,0.461445894313606
17099,6.75,5.981481481481481,0.47231618585523905
17101,6.4,5.0,0.38756380613893604
17103,6.68571428571429,6.114285714285709,0.374065198032118
17105,6.98571428571429,6.21428571428571,0.43017478421305894
17107,7.0,5.69444444444444,0.419912139491483
17109,6.860759493670889,5.87974683544304,0.5090242095026889
17111,6.94268476621418,5.775263951734541,0.47417349392149205
17113,6.981037924151701,5.881355932203389,0.4239209275801811
17115,6.86335403726708,6.0375,0.390494030633998
17117,7.02272727272727,6.22727272727273,0.34910337627414695
17119,6.81136363636364,5.780821917808219,0.43683030394752503
17121,6.8691588785046696,5.65094339622642,0.316493759492237
17123,7.22222222222222,6.111111111111111,0.782833852087082
17125,6.47058823529412,6.125,0.33559021187271604
17127,7.08333333333333,5.16666666666667,0.544141362356634
17129,6.66666666666667,5.66666666666667,0.3900046266843879
17131,6.90909090909091,5.545454545454549,0.42651544539433206
17133,7.07,5.8,0.450365929366502
17135,7.06666666666667,6.48275862068965,0.4592854100612321
17137,6.6909090909090905,6.25,0.42013127716845294
17139,6.57894736842105,5.89473684210526,0.451112106264605
17141,7.22222222222222,5.981481481481481,0.401490894092024
17143,6.73333333333333,5.45666666666667,0.478657677010252
17145,7.4,6.8,0.0682434360373677
17147,6.62068965517241,6.17241379310345,0.414528631603498
17149,5.125,5.25,0.594923279770459
17151,,,0.409915201734919
17153,6.5,5.0,0.43950948644285204
17155,7.0,4.5,0.44987210290792207
17157,6.52941176470588,6.23529411764706,0.49883669110017004
17159,7.03125,5.5625,0.599262521679624
17161,6.850515463917531,6.13917525773196,0.41997865462568396
17163,6.6885714285714295,6.062678062678059,0.435963540839926
17165,5.4,5.5,0.4821078341658
17167,6.56521739130435,5.85403726708075,0.420361926617765
17169,9.0,7.16666666666667,0.28983508211245096
17171,7.66666666666667,7.33333333333333,0.37277842807080896
17173,7.53571428571429,6.821428571428571,0.399423583932878
17175,6.0,4.33333333333333,0.7295586477597881
17177,6.98076923076923,5.6346153846153895,0.48620779934059294
17179,6.69512195121951,5.84146341463415,0.44252392770032
17181,6.28571428571429,5.14285714285714,0.404368025375259
17183,6.95121951219512,5.95180722891566,0.52471691362781
17185,7.0,7.4,0.3736250459726
17187,6.936708860759491,6.35443037974684,0.298872324499824
17189,7.6,7.2,0.5563979676616221
17191,6.25,6.75,0.313748602570534
17193,6.08333333333333,6.16666666666667,0.45178370172198706
17195,6.89830508474576,6.1864406779661,0.521804010261271
17197,6.83014861995754,5.742038216560509,0.45404009778519305
17199,5.738095238095241,5.452380952380951,0.392971037682073
17201,6.8959349593495896,5.96915584415584,0.41507518987515
17203,6.71186440677966,5.44067796610169,0.48678925493557496
18001,6.35,5.05,0.49269720779939397
18003,6.81954887218045,5.53,0.442130576169194
18005,6.943396226415089,5.99375,0.46049519039220793
18007,7.22222222222222,6.111111111111111,0.414661816462103
18009,6.2,7.0,0.511918043315802
18011,6.72222222222222,5.64444444444444,0.549509675125608
18013,7.40740740740741,6.7407407407407405,0.142312427601311
18015,6.2,5.9,0.41942373991397297
18017,7.117647058823531,6.17647058823529,0.381228772832985
18019,6.918918918918919,6.108108108108111,0.40720621082209796
18021,6.545454545454549,5.954545454545451,0.457601188662537
18023,6.56521739130435,6.30434782608696,0.47427182849723803
18025,5.9,5.2,0.41980231739163004
18027,6.95652173913043,6.43478260869565,0.36619858504978703
18029,6.204545454545451,5.795454545454549,0.546979182137743
18031,7.5,6.8125,0.6167627048995171
18033,6.60526315789474,5.5,0.4165818423490779
18035,7.041850220264321,5.8874172185430504,0.44899200709317105
18037,6.651851851851849,6.20740740740741,0.43706237979567697
18039,6.66666666666667,5.67961165048544,0.489314557603734
18041,7.153846153846151,5.6153846153846105,0.315722418522444
18043,7.14788732394366,5.8591549295774605,0.39310356749039704
18045,8.75,8.25,0.44060523271261404
18047,7.375,5.875,0.406318758133112
18049,7.4,6.0,0.559352704149674
18051,6.571428571428571,5.90476190476191,0.4303160432572561
18053,6.6865671641791,5.7910447761194,0.446099383184327
18055,6.96428571428571,6.178571428571429,0.433176732555954
18057,6.97982708933718,5.511494252873559,0.46066692497070394
18059,7.0,5.8974358974359,0.425607807134715
18061,7.0,6.13333333333333,0.548729284625868
18063,6.754716981132081,5.56603773584906,0.47077166707663
18065,6.57575757575758,5.75757575757576,0.44241182541324103
18067,6.513888888888889,5.84722222222222,0.504732680390214
18069,7.11881188118812,5.92079207920792,0.45868228384472204
18071,6.6969696969697,6.27272727272727,0.46436181064496396
18073,6.6875,5.8125,0.42068776499960797
18075,7.23076923076923,6.153846153846151,0.298398070745647
18077,6.0,6.21052631578947,0.49823917962062897
18079,6.55555555555556,5.5,0.5694914184348471
18081,6.802197802197799,5.68131868131868,0.503168056316524
18083,6.8,6.428571428571429,0.440941876440492
18085,6.878048780487799,5.902439024390239,0.5079010896121761
18087,7.21052631578947,5.78947368421053,0.560185494438416
18089,6.810096153846151,5.94471153846154,0.47682704947438204
18091,6.43243243243243,5.4864864864864895,0.5813583260384361
18093,6.9620253164557,5.69620253164557,0.447834842743974
18095,6.9363057324840796,6.1464968152866195,0.411204066430704
18097,6.747811816192559,5.7775956284153,0.44587890722408896
18099,7.02325581395349,5.86046511627907,0.5138393256475839
18101,6.91666666666667,6.58333333333333,0.44840459637670205
18103,6.5,6.0,0.5337984285504229
18105,6.934426229508199,5.52432969215492,0.474785338306277
18107,6.954545454545451,5.75,0.418767170700935
18109,6.64,5.9,0.549415540866111
18111,6.6,8.2,0.49266483535227795
18113,6.65625,6.28125,0.464700778074786
18115,8.0,7.0,0.456253575566044
18117,7.117647058823531,6.82352941176471,0.5453366650238479
18119,7.81818181818182,6.63636363636364,0.545756472752079
18121,6.33333333333333,5.66666666666667,0.499968788425544
18123,6.55555555555556,6.111111111111111,0.402036812358867
18125,6.357142857142861,6.21428571428571,0.426508680590487
18127,6.82278481012658,5.6075949367088604,0.475075278190733
18129,6.0,5.3846153846153895,0.4436122519557629
18131,6.33333333333333,6.66666666666667,0.466385115441294
18133,6.48453608247423,5.649484536082469,0.470254013192657
18135,7.08695652173913,6.20833333333333,0.434962613505323
18137,7.111111111111111,5.72222222222222,0.41029065692701794
18139,6.83333333333333,6.83333333333333,0.48683099949155895
18141,6.78810975609756,5.57446808510638,0.416897638687168
18143,6.13333333333333,5.4,0.29236140203994604
18145,6.375,6.125,0.45486874363731505
18147,7.1,6.8,0.484049841191698
18149,7.545454545454549,4.545454545454549,0.57990162458264
18151,6.44444444444444,5.148148148148151,0.502073470261961
18153,6.0625,5.25,0.427590927899929
18155,5.6,5.0,0.3906744623139489
18157,6.813738441215321,5.5844327176781,0.46317496741272596
18159,6.71428571428571,4.71428571428571,0.4448160808068421
18161,6.2,5.6,0.47532693405990795
18163,6.77675840978593,5.75535168195719,0.44943789099677794
18165,7.142857142857139,5.428571428571429,0.47685565866115204
18167,6.4808743169398895,5.57377049180328,0.43287612607858394
18169,6.78571428571429,6.73333333333333,0.38787627111127504
18171,6.75,6.5,0.6967297262430079
18173,7.189189189189191,5.32432432432432,0.451313039971359
18175,7.2,7.0,0.43964471997988996
18177,6.89473684210526,5.553571428571429,0.438095089907259
18179,6.70833333333333,5.8,0.424178326128005
18181,7.142857142857139,5.642857142857139,0.492035474394826
18183,7.25,5.91666666666667,0.5107740289816151
19001,6.75,5.75,0.6240001425100511
19003,8.0,7.0,0.646411414662848
19005,8.5,7.8,0.44786508013633897
19007,8.0,7.142857142857139,0.258619672680922
19009,7.0,6.5,0.324498655307662
19011,6.94545454545455,5.9272727272727295,0.47557612884871603
19013,7.04160246533128,5.771956856702619,0.47551280182742
19015,7.16666666666667,5.7,0.505010662452086
19017,6.84375,5.5,0.47460496800415397
19019,6.0571428571428605,5.657142857142861,0.511762371566977
19021,6.390625,5.625,0.46034302103230895
19023,6.888888888888889,6.0222222222222195,0.479119959429636
19025,5.846153846153849,5.07692307692308,0.460700603695628
19027,6.69565217391304,5.82608695652174,0.381469223269564
19029,7.27272727272727,6.63636363636364,0.5562180385851689
19031,6.8148148148148096,5.888888888888889,0.40188449282313204
19033,6.66666666666667,6.21212121212121,0.44211045900032103
19035,6.80851063829787,5.9148936170212805,0.41722935347711804
19037,6.4,4.8,0.4225927129337171
19039,6.76470588235294,6.294117647058821,0.5029474952257861
19041,6.6153846153846105,6.0,0.409751532629109
19043,6.91666666666667,5.97916666666667,0.377364478288782
19045,6.66666666666667,5.38095238095238,0.473607861685831
19047,6.18181818181818,5.72727272727273,0.37040680173572793
19049,6.6,5.8405797101449295,0.356559319473687
19051,6.761904761904759,5.571428571428571,0.47927370155458004
19053,6.09090909090909,6.09090909090909,0.607119554308152
19055,7.351063829787231,5.67021276595745,0.38474266367401705
