FIPS,tthin,tfat,D_biep_Thin_Good_all
10001,6.549180327868849,5.902439024390239,0.48056765884974206
10003,6.70948379351741,5.611778846153849,0.43696185687401795
10005,6.663934426229511,5.65853658536585,0.435493152860595
1001,6.67741935483871,5.387096774193551,0.385975199639777
1003,6.895424836601309,5.872549019607839,0.440065476398461
1005,7.16666666666667,6.75,0.467921471455723
1007,6.5,6.75,0.31219950939233
1009,5.923076923076921,4.769230769230769,0.361030322815829
1011,6.66666666666667,5.33333333333333,0.64350502870526
1013,7.142857142857139,6.28571428571429,0.521557583164304
1015,6.41333333333333,5.78666666666667,0.5154235644492879
1017,7.111111111111111,6.388888888888889,0.28027619811506604
1019,5.5,6.25,0.247162336399392
1021,7.0,6.692307692307691,0.27464178547404106
1023,5.0,8.0,0.137401282318876
1025,7.2,5.9,0.315571161713507
1027,7.8,7.0,0.0993764860955118
1029,5.66666666666667,6.33333333333333,0.6620949393323979
1031,6.5625,5.95833333333333,0.512438634001666
1033,7.0,5.0,0.518998899044227
1035,5.0,4.0,0.485697312537094
1037,7.5,7.5,0.423665166220178
1039,7.076923076923079,5.53846153846154,0.46216773304874703
1041,6.454545454545451,5.36363636363636,0.545298450795819
1043,6.607142857142861,6.21428571428571,0.4263113744615071
1045,6.16666666666667,5.26086956521739,0.44092474685933203
1047,6.53846153846154,6.307692307692309,0.329771453081906
1049,6.27272727272727,6.09090909090909,0.35852308204919503
1051,6.177777777777781,5.64444444444444,0.45482661905643895
1053,6.33333333333333,5.75,0.4424444974853621
1055,6.90909090909091,6.18181818181818,0.36829321008450605
1057,5.0,5.0,0.6230358141849
1059,6.0,4.75,0.613177305215408
1061,6.0,5.75,0.335454099304557
1063,4.0,7.5,-0.392655732399266
1065,7.0,6.0,0.333180504223719
1067,6.5,6.5,0.46573381266264097
1069,6.63157894736842,5.50877192982456,0.40835721969741606
1071,6.21052631578947,6.36842105263158,0.46325616336790293
1073,6.7974683544303796,5.74144486692015,0.428904006588735
1075,7.33333333333333,4.66666666666667,0.685434447688465
1077,6.857142857142861,5.642857142857139,0.47001586884430496
1079,5.4,5.2,0.43711508912105607
1081,6.75401069518717,5.4598930481283405,0.4873069780946379
1083,6.7027027027027,5.810810810810809,0.31916442174904497
1085,6.33333333333333,4.66666666666667,0.18024023532208897
1087,7.28571428571429,7.857142857142861,0.0491263956268264
1089,6.52525252525253,5.427609427609429,0.411337219630058
1091,5.0,5.0,0.375564398800938
1093,7.0,6.25,0.38140107924545896
1095,6.810810810810809,5.7027027027027,0.43116620513922205
1097,6.804627249357329,5.822622107969151,0.426807591428459
1099,7.428571428571429,7.28571428571429,0.516186097686844
11001,6.70755461963675,5.28593996840442,0.4307933727172679
1101,6.8496732026143805,5.79738562091503,0.420465130444014
1103,6.902439024390239,6.19512195121951,0.5393686300184121
1105,10.0,10.0,0.6046601657951739
1107,7.4,6.6,0.47613514455087497
1109,7.23717948717949,6.4140127388535,0.42686051940593706
1111,7.26315789473684,6.07894736842105,0.326292556458325
1113,6.45833333333333,6.33333333333333,0.40199817957816103
1115,6.441176470588241,5.911764705882349,0.366636080651907
1117,7.166101694915251,6.122448979591839,0.43448891479656204
1119,5.75,7.25,0.482229312700698
1121,7.05263157894737,6.78947368421053,0.480414515855885
1123,7.33333333333333,6.83333333333333,0.414333322019075
1125,6.96173913043478,5.7783595113438,0.45938613764455294
1127,6.30434782608696,5.78260869565217,0.354430370548589
1129,7.33333333333333,6.66666666666667,0.5216700379281071
1131,7.33333333333333,7.33333333333333,0.25043247502558996
1133,5.8,5.6,0.5525419773244711
12001,6.75416666666667,5.46097814776275,0.44692662325832
12003,6.8,5.8,0.223537056294888
12005,6.67,5.66,0.473467866675119
12007,7.0,6.882352941176469,0.48487313437500296
12009,6.75833333333333,5.558171745152349,0.40498554970327205
12011,6.75201487910725,5.7861128332300105,0.43805615072684995
12013,5.0,5.0,0.669384054923902
12015,6.79220779220779,5.753246753246749,0.48025327444992794
12017,6.446153846153849,5.90769230769231,0.369502876296466
12019,6.692307692307691,5.6993006993007,0.392088068180046
12021,6.78350515463918,5.56185567010309,0.474988852653335
12023,6.648648648648651,5.72972972972973,0.44459593880252796
12027,6.0,7.0,0.630044617528306
12029,6.142857142857139,5.0,0.557209358092808
12031,6.732079905992951,5.61647058823529,0.414019838715133
12033,6.56271186440678,5.71525423728814,0.415547155167036
12035,6.55,5.63333333333333,0.418507619343271
12037,8.2,4.8,0.37663214659647204
12039,6.95652173913043,7.0,0.46359584939146004
12041,6.77777777777778,6.44444444444444,0.539472088708956
12043,,,0.6393910869676371
12045,7.66666666666667,4.33333333333333,0.38390952805119893
12047,7.6,4.8,0.288177754264022
12049,5.0,4.66666666666667,0.556129092444876
12051,6.66666666666667,6.0,0.40045684011760896
12053,7.05555555555556,6.357142857142861,0.489086191795011
12055,7.0,6.5,0.38023505266248503
12057,6.66143497757847,5.51788375558867,0.456580285269341
12059,6.66666666666667,6.55555555555556,0.35127997217013895
12061,6.53658536585366,5.71951219512195,0.518416196319442
12063,6.09090909090909,5.63636363636364,0.339765065469964
12065,7.0,5.7,0.221030063022012
12067,6.16666666666667,6.66666666666667,0.19912822739185396
12069,6.617647058823531,5.811764705882349,0.47043999114558793
12071,6.899425287356321,5.51289398280802,0.47984076678143894
12073,6.75443037974684,5.60050568900126,0.44914544553802793
12075,7.09090909090909,5.545454545454549,0.50786858018474
12077,6.0,5.0,0.48742512804785604
12079,8.22222222222222,6.33333333333333,0.25640057721471
12081,6.8458904109589005,5.38356164383562,0.462276698059856
12083,6.705882352941179,5.857142857142861,0.46167522541592704
12085,6.57894736842105,5.76315789473684,0.4409871964542039
12086,6.858753082071151,5.9679802955665,0.44106547219894
12087,6.56451612903226,5.2295081967213095,0.357070076787375
12089,7.02,5.74,0.408351352993215
12091,6.381294964028781,5.364285714285709,0.459798085434609
12093,7.0,5.857142857142861,0.293422002311167
12095,6.851028349082821,5.71587125416204,0.440182073038836
12097,6.4978723404255305,5.66808510638298,0.44222218689563
12099,6.74148296593186,5.45090180360721,0.477423452152943
12101,6.67889908256881,5.79357798165138,0.4313759043764771
12103,6.78603268945022,5.45833333333333,0.46315122356568605
12105,6.74702380952381,5.729970326409499,0.46156006304899105
12107,6.60869565217391,5.69565217391304,0.369710365362253
12109,6.911917098445599,5.32124352331606,0.478887845849399
12111,6.837662337662341,6.253246753246749,0.420221351411255
12113,6.76068376068376,5.66666666666667,0.488213963389415
12115,6.62083333333333,5.29045643153527,0.431894154907736
12117,6.91915641476274,5.652021089630929,0.44733158972876297
12119,6.071428571428571,5.0,0.40811193866127093
12121,6.25,6.16666666666667,0.506142102128861
12123,6.857142857142861,6.33333333333333,0.279259558031057
12125,7.0,7.0,0.19416146200084303
12127,6.96055226824458,5.6804733727810595,0.41677697139547604
12129,6.428571428571429,5.190476190476191,0.42523525228017606
12131,6.94444444444444,5.44444444444444,0.5704405625119771
12133,7.8,7.8,0.6402939435055109
13001,7.142857142857139,5.857142857142861,0.298906847106686
13003,7.0,5.76923076923077,0.46535965617539293
13005,7.25,4.75,0.737153924349377
13009,6.92035398230088,6.18421052631579,0.45160062268950796
13011,5.25,5.25,0.45158549873576903
13013,6.75342465753425,5.73972602739726,0.416425407277108
13015,6.41538461538462,5.43076923076923,0.4779698867384529
13017,7.142857142857139,7.28571428571429,0.297226889909874
13019,6.1,5.5,0.432752511871567
13021,6.851063829787231,5.81560283687943,0.396976325708723
13023,8.0,7.25,0.5433489033933561
13025,6.0,5.0,0.359193689237032
13027,6.25,7.625,0.41919539872249895
13029,6.91304347826087,5.65217391304348,0.522222002291205
13031,6.75,5.693023255813951,0.43421521098651095
13033,6.5263157894736805,5.3684210526315805,0.521615179772285
13035,6.588235294117651,6.82352941176471,0.361739843012305
13037,8.33333333333333,5.0,0.364026442198617
13039,6.387096774193551,5.67741935483871,0.468895204559855
13043,7.25,5.5,0.319540197346426
